,state,action,reward,next_state,done
127,"[495.61410522 494.87609863 504.13061523 506.36447144 508.17944336
 501.63748169]",2,-65.43961669921875,"[494.87609863 504.13061523 506.36447144 508.17944336 501.63748169
 494.52709961]",False
128,"[494.87609863 504.13061523 506.36447144 508.17944336 501.63748169
 494.52709961]",1,-64.00343872070313,"[504.13061523 506.36447144 508.17944336 501.63748169 494.52709961
 492.50265503]",False
129,"[504.13061523 506.36447144 508.17944336 501.63748169 494.52709961
 492.50265503]",1,-18.220001220703125,"[506.36447144 508.17944336 501.63748169 494.52709961 492.50265503
 484.24539185]",False
130,"[506.36447144 508.17944336 501.63748169 494.52709961 492.50265503
 484.24539185]",0,-74.32536865234376,"[508.17944336 501.63748169 494.52709961 492.50265503 484.24539185
 489.99954224]",False
131,"[508.17944336 501.63748169 494.52709961 492.50265503 484.24539185
 489.99954224]",0,57.54150390625,"[501.63748169 494.52709961 492.50265503 484.24539185 489.99954224
 496.00302124]",False
132,"[501.63748169 494.52709961 492.50265503 484.24539185 489.99954224
 496.00302124]",0,66.03826904296875,"[494.52709961 492.50265503 484.24539185 489.99954224 496.00302124
 505.34725952]",False
133,"[494.52709961 492.50265503 484.24539185 489.99954224 496.00302124
 505.34725952]",2,112.110859375,"[492.50265503 484.24539185 489.99954224 496.00302124 505.34725952
 509.51577759]",False
134,"[492.50265503 484.24539185 489.99954224 496.00302124 505.34725952
 509.51577759]",0,45.83369873046875,"[484.24539185 489.99954224 496.00302124 505.34725952 509.51577759
 525.890625  ]",False
135,"[484.24539185 489.99954224 496.00302124 505.34725952 509.51577759
 525.890625  ]",0,196.4981689453125,"[489.99954224 496.00302124 505.34725952 509.51577759 525.890625
 517.82281494]",False
136,"[489.99954224 496.00302124 505.34725952 509.51577759 525.890625
 517.82281494]",0,-104.88153076171875,"[496.00302124 505.34725952 509.51577759 525.890625   517.82281494
 515.47937012]",False
137,"[496.00302124 505.34725952 509.51577759 525.890625   517.82281494
 515.47937012]",0,-32.8082275390625,"[505.34725952 509.51577759 525.890625   517.82281494 515.47937012
 518.40130615]",False
138,"[505.34725952 509.51577759 525.890625   517.82281494 515.47937012
 518.40130615]",2,43.80904052734375,"[509.51577759 525.890625   517.82281494 515.47937012 518.40130615
 521.72210693]",False
